10800. 0.
10810. 5.322493E-4
10820. 0.001064463
10830. 0.001609874
10840. 0.002100909
10850. 0.002670448
10860. 0.003195035
10870. 0.003672936
10880. 0.004279949
10890. 0.004812493
10900. 0.005319145
10910. 0.0060835
10920. 0.007111582
10930. 0.007611697
10940. 0.008735374
10950. 0.009469364
10960. 0.01032315
10970. 0.01126651
10980. 0.01193192
10990. 0.01275023
11000. 0.01307807
11010. 0.01478974
11020. 0.0162912
11030. 0.01731368
11040. 0.01917931
11050. 0.01995956
11060. 0.02171058
11070. 0.02251416
11080. 0.02471658
11090. 0.02463003
11100. 0.02766317
11110. 0.02913915
11120. 0.03213365
11130. 0.0352876
11140. 0.03213693
11150. 0.04092758
11160. 0.0376702
11170. 0.02774351
11180. 0.04210882
11190. 0.04100601
11200. 0.04070107
11210. 0.04926109
11220. 0.046935
11230. 0.03342213
11240. 0.04801793
11250. 0.06819126
11260. 0.03408483
11270. 0.06671873
11280. 0.05680547
11290. 0.06993659
11300. 0.06066169
11310. 0.09275424
11320. 0.1076626
11330. 0.09521404
11340. 0.06130666
11350. 0.03033844
11360. 0.07857461
11370. 0.1096861
11380. 0.1145976
11390. 0.1142633
11400. 0.1299871
11410. 0.118321
11420. 0.1163057
11430. 0.1335581
11440. 0.123519
11450. 0.09614331
11460. 0.1058579
11470. 0.09013735
11480. 0.09907191
11490. 0.1307467
11500. 0.1048563
11510. 0.1299137
11520. 0.1347215
11530. 0.115209
11540. 0.132836
11550. 0.1344928
11560. 0.1390874
11570. 0.1574098
11580. 0.1474579
11590. 0.158683
11600. 0.1625727
11610. 0.1569178
11620. 0.1686307
11630. 0.1727751
11640. 0.1766698
11650. 0.1780132
11660. 0.1670929
11670. 0.1749202
11680. 0.1796829
11690. 0.1790854
11700. 0.1843202
11710. 0.1808761
11720. 0.1860614
11730. 0.1812326
11740. 0.1733618
11750. 0.1785538
11760. 0.1812794
11770. 0.1899366
11780. 0.1694662
11790. 0.1836212
11800. 0.178471
11810. 0.1879622
11820. 0.1666667
11830. 0.1770199
11840. 0.1883171
11850. 0.174886
11860. 0.1874331
11870. 0.18606
11880. 0.1731277
11890. 0.1758012
11900. 0.188276
11910. 0.1856429
11920. 0.1885822
11930. 0.1909204
11940. 0.1840029
11950. 0.1904184
11960. 0.186443
11970. 0.1899724
11980. 0.1860286
11990. 0.182953
12000. 0.1879132
12010. 0.1886413
12020. 0.1846613
12030. 0.1910042
12040. 0.1729377
12050. 0.1865202
12060. 0.1934099
12070. 0.1917627
12080. 0.1903073
12090. 0.1906112
12100. 0.1914838
12110. 0.1955796
12120. 0.1885054
12130. 0.1926197
12140. 0.1955366
12150. 0.1904937
12160. 0.195232
12170. 0.19534
12180. 0.1983334
12190. 0.1968005
12200. 0.1964261
12210. 0.1986485
12220. 0.1949272
12230. 0.1972287
12240. 0.1976052
12250. 0.1998366
12260. 0.1997113
12270. 0.1987832
12280. 0.1999129
12290. 0.2016252
12300. 0.2003032
12310. 0.2025098
12320. 0.2026066
12330. 0.2022554
12340. 0.2025857
12350. 0.2034496
12360. 0.2034871
12370. 0.2035372
12380. 0.2038796
12390. 0.2039853
12400. 0.2042422
12410. 0.2040472
12420. 0.2042864
12430. 0.2043403
12440. 0.2043187
12450. 0.2043264
12460. 0.2044274
12470. 0.2044191
12480. 0.2043933
12490. 0.2044474
12500. 0.204069
12510. 0.2038906
12520. 0.203812
12530. 0.2033743
12540. 0.2039923
12550. 0.2036122
12560. 0.2034048
12570. 0.2033805
12580. 0.1995394
12590. 0.2029065
12600. 0.2017188
12610. 0.1985521
12620. 0.1985368
12630. 0.1970045
12640. 0.1958693
12650. 0.1946064
12660. 0.1956379
12670. 0.1941362
12680. 0.1986278
12690. 0.1746748
12700. 0.1941467
12710. 0.2001125
12720. 0.1996438
12730. 0.1989731
12740. 0.2007478
12750. 0.2020199
12760. 0.2040666
12770. 0.2023088
12780. 0.2029669
12790. 0.2045731
12800. 0.2047669
12810. 0.2051813
12820. 0.2062259
12830. 0.2060149
12840. 0.2064811
12850. 0.2063971
12860. 0.2071256
12870. 0.2064579
12880. 0.2068618
12890. 0.2054169
12900. 0.2067071
12910. 0.2077533
12920. 0.2058729
12930. 0.2068764
12940. 0.2074871
12950. 0.2078433
12960. 0.2047626
12970. 0.2065144
12980. 0.204509
12990. 0.2090706
13000. 0.2062498
13010. 0.2022192
13020. 0.2085801
13030. 0.2043487
13040. 0.1973178
13050. 0.1996112
13060. 0.2064742
13070. 0.1957059
13080. 0.2050623
13090. 0.2052812
13100. 0.1948708
13110. 0.1963239
13120. 0.2104142
13130. 0.1968338
13140. 0.1853193
13150. 0.1970771
13160. 0.1981359
13170. 0.2016563
13180. 0.2080974
13190. 0.1923078
13200. 0.1930259
13210. 0.1905062
13220. 0.1910771
13230. 0.190219
13240. 0.1936978
13250. 0.2008615
13260. 0.1920101
13270. 0.19663
13280. 0.1923131
13290. 0.1675611
13300. 0.1880514
13310. 0.1729064
13320. 0.148031
13330. 0.1604642
13340. 0.1537399
13350. 0.1778483
13360. 0.1737158
13370. 0.1739694
13380. 0.1512819
13390. 0.1734108
13400. 0.1770464
13410. 0.1416172
13420. 0.1488258
13430. 0.1530648
13440. 0.1287656
13450. 0.08657735
13460. 0.1036563
13470. 0.09047677
13480. 0.05539537
13490. 0.03999658
13500. 0.06659835
13510. 0.02650137
13520. 0.02590128
13530. 0.01877727
13540. 0.01171957
13550. 0.003418398
13560. 0.003519972
13570. 0.00823014
13580. 0.001906484
13590. 0.001969772
13600. 8.966969E-4
13610. 7.746919E-4
13620. 1.118000E-5
13630. 5.706744E-4
13640. 0.00230454
13650. 1.328370E-4
13660. 8.122381E-4
13670. 0.001916405
13680. 1.402898E-4
13690. 1.047576E-4
13700. 4.200708E-4
13710. 1.210621E-4
13720. 2.697077E-4
13730. 9.286650E-4
13740. 0.001318944
13750. 7.846135E-4
13760. 0.001794801
13770. 7.572624E-4
13780. 0.001840983
13790. 4.574323E-4
13800. 7.326272E-4
13810. 6.407517E-5
13820. 2.052154E-4
13830. 1.501629E-5
13840. 2.943927E-5
13850. 9.545558E-5
13860. 6.267022E-5
13870. 1.653900E-4
13880. 9.509492E-5
13890. 5.584830E-5
13900. 0.
